beat_index,sample,time_s,symbol,hr_bpm
627,153826,427.2944444444444,V,101.40845070422534
628,154260,428.5,N,49.76958525345622
629,154459,429.0527777777778,V,108.54271356783919
630,154799,429.9972222222222,N,63.529411764705884
631,155010,430.5833333333333,V,102.3696682464455
632,155313,431.425,N,71.2871287128713
633,155505,431.9583333333333,V,112.5
634,155822,432.8388888888889,N,68.13880126182966
635,155997,433.325,V,123.42857142857143
636,156316,434.2111111111111,N,67.7115987460815
637,156519,434.775,V,106.4039408866995
638,156838,435.6611111111111,N,67.7115987460815
639,157023,436.175,V,116.75675675675677
640,157322,437.00555555555553,N,72.24080267558529
641,157512,437.53333333333336,V,113.68421052631578
642,157777,438.26944444444445,N,81.50943396226414
643,157959,438.775,V,118.68131868131869
644,158293,439.7027777777778,N,64.67065868263472
645,158494,440.2611111111111,V,107.46268656716417
646,158812,441.14444444444445,N,67.9245283018868
647,158991,441.64166666666665,V,120.6703910614525
648,159270,442.4166666666667,N,77.41935483870968
649,159455,442.93055555555554,V,116.75675675675677
650,159753,443.7583333333333,N,72.48322147651007
651,159922,444.22777777777776,V,127.81065088757397
652,160251,445.14166666666665,N,65.65349544072949
653,160514,445.8722222222222,N,82.12927756653993
654,160719,446.44166666666666,A,105.3658536585366
655,160919,446.9972222222222,V,108.0
656,161381,448.28055555555557,N,46.75324675324675
657,161560,448.77777777777777,V,120.6703910614525
658,161902,449.72777777777776,N,63.15789473684211
659,162159,450.44166666666666,N,84.04669260700389
660,162417,451.15833333333336,N,83.72093023255813
661,162690,451.9166666666667,N,79.12087912087912
662,162970,452.69444444444446,N,77.14285714285714
663,163235,453.43055555555554,N,81.50943396226414
664,163487,454.13055555555553,N,85.71428571428572
665,163720,454.77777777777777,N,92.7038626609442
666,163922,455.3388888888889,V,106.93069306930693
667,164221,456.1694444444444,N,72.24080267558529
668,164411,456.6972222222222,V,113.68421052631578
669,164731,457.5861111111111,N,67.5
670,164916,458.1,V,116.75675675675677
671,165245,459.0138888888889,N,65.65349544072949
672,165435,459.5416666666667,V,113.68421052631578
673,165751,460.4194444444444,N,68.35443037974683
674,165936,460.93333333333334,V,116.75675675675677
675,166243,461.7861111111111,N,70.35830618892508
676,166488,462.46666666666664,N,88.16326530612244
677,166729,463.1361111111111,N,89.62655601659752
678,167002,463.89444444444445,N,79.12087912087912
679,167285,464.68055555555554,N,76.32508833922262
680,167555,465.43055555555554,N,80.0
681,167745,465.9583333333333,V,113.68421052631578
682,168030,466.75,N,75.78947368421053
683,168223,467.2861111111111,V,111.91709844559585
684,168499,468.0527777777778,N,78.26086956521739
685,168687,468.575,V,114.89361702127658
686,169008,469.46666666666664,N,67.28971962616822
687,169197,469.9916666666667,V,114.28571428571428
688,169386,470.51666666666665,V,114.28571428571428
689,169729,471.46944444444443,N,62.97376093294461
690,169910,471.97222222222223,V,119.33701657458563
691,170275,472.9861111111111,N,59.178082191780824
692,170527,473.68611111111113,N,85.71428571428572
693,170755,474.31944444444446,N,94.73684210526316
694,171000,475.0,N,88.16326530612244
695,171266,475.7388888888889,N,81.203007518797
696,171532,476.47777777777776,N,81.203007518797
697,171814,477.2611111111111,N,76.59574468085107
698,172054,477.9277777777778,N,90.0
699,172342,478.72777777777776,N,75.0
700,172523,479.23055555555555,V,119.33701657458563
701,172857,480.15833333333336,N,64.67065868263472
702,173061,480.725,V,105.88235294117648
703,173434,481.7611111111111,N,57.90884718498659
704,173646,482.35,V,101.88679245283019
705,174029,483.4138888888889,N,56.39686684073107
706,174227,483.9638888888889,V,109.09090909090908
707,174598,484.99444444444447,N,58.22102425876012
708,174788,485.52222222222224,V,113.68421052631578
709,175150,486.52777777777777,N,59.668508287292816
710,175357,487.10277777777776,V,104.34782608695653
711,175698,488.05,N,63.34310850439883
712,175916,488.65555555555557,V,99.08256880733946
713,176300,489.72222222222223,N,56.25
714,176573,490.48055555555555,N,79.12087912087912
715,176799,491.10833333333335,N,95.57522123893806
716,177033,491.7583333333333,N,92.3076923076923
717,177272,492.4222222222222,N,90.3765690376569
718,177513,493.09166666666664,N,89.62655601659752
719,177774,493.81666666666666,N,82.75862068965517
720,178045,494.56944444444446,N,79.70479704797049
721,178259,495.1638888888889,V,100.93457943925233
722,178525,495.90277777777777,N,81.203007518797
723,178762,496.56111111111113,N,91.13924050632912
724,178967,497.13055555555553,V,105.3658536585366
725,179258,497.93888888888887,N,74.22680412371133
726,179496,498.6,N,90.75630252100841
727,179740,499.27777777777777,N,88.52459016393442
728,179958,499.8833333333333,V,99.08256880733946
729,180257,500.7138888888889,N,72.24080267558529
730,180449,501.2472222222222,V,112.5
731,180767,502.13055555555553,N,67.9245283018868
732,180969,502.69166666666666,V,106.93069306930693
733,181259,503.4972222222222,N,74.48275862068965
734,181429,503.96944444444443,V,127.05882352941177
735,181721,504.78055555555557,N,73.97260273972603
736,181927,505.35277777777776,V,104.85436893203884
737,182272,506.31111111111113,N,62.608695652173914
738,182480,506.8888888888889,V,103.84615384615385
739,182786,507.7388888888889,N,70.58823529411765
740,183034,508.4277777777778,N,87.09677419354838
741,183208,508.9111111111111,V,124.13793103448276
742,183507,509.7416666666667,N,72.24080267558529
743,183703,510.2861111111111,V,110.20408163265307
744,184004,511.1222222222222,N,71.76079734219269
745,184208,511.68888888888887,V,105.88235294117648
746,184523,512.5638888888889,N,68.57142857142857
747,184730,513.1388888888889,V,104.34782608695653
748,185050,514.0277777777778,N,67.5
749,185236,514.5444444444445,V,116.1290322580645
750,185500,515.2777777777778,N,81.81818181818183
751,185739,515.9416666666667,N,90.3765690376569
752,185975,516.5972222222222,N,91.52542372881356
753,186212,517.2555555555556,N,91.13924050632912
754,186480,518.0,N,80.59701492537313
755,186770,518.8055555555555,N,74.48275862068965
756,186983,519.3972222222222,A,101.40845070422534
757,187277,520.2138888888888,N,73.46938775510205
758,187438,520.6611111111112,V,134.1614906832298
759,187827,521.7416666666667,N,55.52699228791774
760,188018,522.2722222222222,V,113.08900523560209
761,188366,523.2388888888889,N,62.06896551724138
762,188553,523.7583333333333,V,115.50802139037432
763,188879,524.6638888888889,N,66.25766871165644
764,189230,525.6388888888889,N,61.53846153846154
765,189521,526.4472222222222,N,74.22680412371133
766,189811,527.2527777777777,N,74.48275862068965
767,190080,528.0,N,80.29739776951672
768,190337,528.7138888888888,N,84.04669260700389
769,190620,529.5,N,76.32508833922262
770,190941,530.3916666666667,N,67.28971962616822
771,191236,531.2111111111111,N,73.22033898305085
772,191505,531.9583333333334,N,80.29739776951672
773,191772,532.7,N,80.89887640449437
774,192037,533.4361111111111,N,81.50943396226414
775,192299,534.1638888888889,N,82.44274809160305
776,192568,534.9111111111112,N,80.29739776951672
777,192852,535.7,N,76.05633802816902
778,193125,536.4583333333334,N,79.12087912087912
779,193381,537.1694444444445,N,84.375
780,193644,537.9,N,82.12927756653993
781,193920,538.6666666666666,N,78.26086956521739
782,194169,539.3583333333333,N,86.74698795180723
783,194418,540.05,N,86.74698795180723
784,194661,540.725,N,88.88888888888889
785,194918,541.4388888888889,N,84.04669260700389
786,195179,542.1638888888889,N,82.75862068965517
787,195468,542.9666666666667,N,74.74048442906575
788,195753,543.7583333333333,N,75.78947368421053
789,196001,544.4472222222222,N,87.09677419354838
790,196245,545.125,N,88.52459016393442
791,196485,545.7916666666666,N,90.0
792,196756,546.5444444444445,N,79.70479704797049
793,197026,547.2944444444445,N,80.0
794,197300,548.0555555555555,N,78.83211678832117
795,197544,548.7333333333333,N,88.52459016393442
796,197794,549.4277777777778,N,86.4
797,198044,550.1222222222223,N,86.4
798,198288,550.8,N,88.52459016393442
799,198537,551.4916666666667,N,86.74698795180723
800,198793,552.2027777777778,N,84.375
801,199039,552.8861111111111,N,87.80487804878048
802,199288,553.5777777777778,N,86.74698795180723
803,199566,554.35,N,77.6978417266187
804,199868,555.1888888888889,N,71.52317880794702
805,200130,555.9166666666666,N,82.44274809160305
806,200382,556.6166666666667,N,85.71428571428572
807,200624,557.2888888888889,N,89.25619834710743
808,200864,557.9555555555555,N,90.0
809,201097,558.6027777777778,N,92.7038626609442
810,201359,559.3305555555555,N,82.44274809160305
811,201651,560.1416666666667,N,73.97260273972603
812,201918,560.8833333333333,N,80.89887640449437
813,202181,561.6138888888889,N,82.12927756653993
814,202437,562.325,N,84.375
815,202649,562.9138888888889,V,101.88679245283019
816,202959,563.775,N,69.6774193548387
817,203152,564.3111111111111,V,111.91709844559585
818,203461,565.1694444444445,N,69.90291262135922
819,203662,565.7277777777778,V,107.46268656716417
820,203980,566.6111111111111,N,67.9245283018868
821,204189,567.1916666666667,V,103.34928229665071
822,204516,568.1,N,66.05504587155963
823,204740,568.7222222222222,V,96.42857142857143
824,205010,569.4722222222222,N,80.0
825,205185,569.9583333333334,V,123.42857142857143
826,205477,570.7694444444444,N,73.97260273972603
827,205688,571.3555555555556,V,102.3696682464455
828,206014,572.2611111111111,N,66.25766871165644
829,206225,572.8472222222222,V,102.3696682464455
830,206513,573.6472222222222,N,75.0
831,206697,574.1583333333333,V,117.3913043478261
832,206977,574.9361111111111,N,77.14285714285714
833,207163,575.4527777777778,V,116.1290322580645
834,207457,576.2694444444444,N,73.46938775510205
835,207653,576.8138888888889,V,110.20408163265307
836,207887,577.4638888888888,V,92.3076923076923
837,208194,578.3166666666667,N,70.35830618892508
838,208413,578.925,V,98.63013698630138
839,208730,579.8055555555555,N,68.13880126182966
840,208920,580.3333333333334,V,113.68421052631578
841,209212,581.1444444444444,N,73.97260273972603
842,209389,581.6361111111111,V,122.03389830508475
843,209652,582.3666666666667,N,82.12927756653993
844,209841,582.8916666666667,V,114.28571428571428
845,210162,583.7833333333333,N,67.28971962616822
846,210370,584.3611111111111,V,103.84615384615385
847,210703,585.2861111111112,N,64.86486486486486
848,210889,585.8027777777778,V,116.1290322580645
849,211174,586.5944444444444,N,75.78947368421053
850,211360,587.1111111111111,V,116.1290322580645
851,211666,587.9611111111111,N,70.58823529411765
852,211855,588.4861111111111,V,114.28571428571428
853,212176,589.3777777777777,N,67.28971962616822
854,212400,590.0,V,96.42857142857143
855,212660,590.7222222222222,N,83.07692307692308
856,212870,591.3055555555555,V,102.85714285714285
857,213203,592.2305555555556,N,64.86486486486486
858,213389,592.7472222222223,V,116.1290322580645
859,213716,593.6555555555556,N,66.05504587155963
860,213905,594.1805555555555,V,114.28571428571428
861,214195,594.9861111111111,N,74.48275862068965
862,214403,595.5638888888889,V,103.84615384615385
863,214780,596.6111111111111,N,57.29442970822281
864,215025,597.2916666666666,V,88.16326530612244
865,215324,598.1222222222223,N,72.24080267558529
866,215513,598.6472222222222,V,114.28571428571428
867,215806,599.4611111111111,N,73.72013651877133
868,215979,599.9416666666667,V,124.85549132947976
869,216300,600.8333333333334,N,67.28971962616822
870,216565,601.5694444444445,V,81.50943396226414
871,216810,602.25,V,88.16326530612244
872,217121,603.1138888888889,N,69.45337620578778
873,217288,603.5777777777778,V,129.34131736526945
874,217465,604.0694444444445,V,122.03389830508475
875,217895,605.2638888888889,N,50.23255813953489
876,218093,605.8138888888889,V,109.09090909090908
877,218379,606.6083333333333,N,75.52447552447553
878,218629,607.3027777777778,N,86.4
879,218881,608.0027777777777,F,85.71428571428572
880,219157,608.7694444444444,N,78.26086956521739
881,219376,609.3777777777777,V,98.63013698630138
882,219683,610.2305555555556,N,70.35830618892508
883,219865,610.7361111111111,V,118.68131868131869
884,220135,611.4861111111111,N,80.0
885,220311,611.975,V,122.72727272727273
886,220638,612.8833333333333,N,66.05504587155963
887,220847,613.4638888888888,V,103.34928229665071
888,221176,614.3777777777777,N,65.65349544072949
889,221367,614.9083333333333,V,113.08900523560209
890,221665,615.7361111111111,N,72.48322147651007
891,221859,616.275,V,111.34020618556701
892,222150,617.0833333333334,N,74.22680412371133
893,222393,617.7583333333333,N,88.88888888888889
894,222637,618.4361111111111,N,88.52459016393442
895,222869,619.0805555555555,N,93.10344827586206
896,223129,619.8027777777778,N,83.07692307692308
897,223379,620.4972222222223,N,86.4
898,223651,621.2527777777777,N,79.41176470588235
899,223910,621.9722222222222,N,83.3976833976834
900,224155,622.6527777777778,N,88.16326530612244
901,224379,623.275,N,96.42857142857143
902,224615,623.9305555555555,N,91.52542372881356
903,224850,624.5833333333334,N,91.91489361702128
904,225104,625.2888888888889,N,85.03937007874015
905,225382,626.0611111111111,N,77.6978417266187
906,225660,626.8333333333334,N,77.6978417266187
907,225894,627.4833333333333,A,92.3076923076923
908,226161,628.225,N,80.89887640449437
909,226356,628.7666666666667,V,110.76923076923077
910,226680,629.6666666666666,N,66.66666666666667
911,226859,630.1638888888889,V,120.6703910614525
912,227018,630.6055555555556,V,135.8490566037736
913,227195,631.0972222222222,V,122.03389830508475
914,227616,632.2666666666667,N,51.30641330166271
915,227842,632.8944444444444,V,95.57522123893806
916,228234,633.9833333333333,N,55.102040816326536
917,228427,634.5194444444444,V,111.91709844559585
918,228744,635.4,N,68.13880126182966
919,228976,636.0444444444445,N,93.10344827586206
920,229207,636.6861111111111,N,93.5064935064935
921,229464,637.4,N,84.04669260700389
922,229739,638.1638888888889,N,78.54545454545455
923,230010,638.9166666666666,N,79.70479704797049
924,230244,639.5666666666667,N,92.3076923076923
925,230480,640.2222222222222,N,91.52542372881356
926,230718,640.8833333333333,N,90.75630252100841
927,230906,641.4055555555556,V,114.89361702127658
928,231170,642.1388888888889,N,81.81818181818183
929,231363,642.675,V,111.91709844559585
930,231665,643.5138888888889,N,71.52317880794702
931,231889,644.1361111111111,V,96.42857142857143
932,232155,644.875,N,81.203007518797
933,232377,645.4916666666667,V,97.29729729729729
934,232654,646.2611111111111,N,77.9783393501805
935,232889,646.9138888888889,N,91.91489361702128
936,233122,647.5611111111111,N,92.7038626609442
937,233316,648.1,V,111.34020618556701
938,233553,648.7583333333333,N,91.13924050632912
939,233752,649.3111111111111,V,108.54271356783919
940,234032,650.0888888888888,N,77.14285714285714
941,234243,650.675,V,102.3696682464455
942,234431,651.1972222222222,V,114.89361702127658
943,234778,652.1611111111112,N,62.247838616714695
944,234980,652.7222222222222,V,106.93069306930693
945,235218,653.3833333333333,N,90.75630252100841
946,235448,654.0222222222222,N,93.91304347826087
947,235696,654.7111111111111,N,87.09677419354838
948,235911,655.3083333333333,V,100.46511627906978
949,236194,656.0944444444444,N,76.32508833922262
950,236384,656.6222222222223,V,113.68421052631578
951,236661,657.3916666666667,N,77.9783393501805
952,236892,658.0333333333333,N,93.5064935064935
953,237121,658.6694444444445,N,94.3231441048035
954,237321,659.225,V,108.0
955,237584,659.9555555555555,N,82.12927756653993
956,237777,660.4916666666667,V,111.91709844559585
957,238021,661.1694444444445,N,88.52459016393442
958,238255,661.8194444444445,N,92.3076923076923
959,238514,662.5388888888889,N,83.3976833976834
960,238731,663.1416666666667,V,99.53917050691244
961,238899,663.6083333333333,V,128.57142857142856
962,239231,664.5305555555556,N,65.06024096385542
963,239454,665.15,N,96.8609865470852
964,239670,665.75,N,100.0
965,239854,666.2611111111111,V,117.3913043478261
966,240119,666.9972222222223,N,81.50943396226414
967,240320,667.5555555555555,V,107.46268656716417
968,240611,668.3638888888889,N,74.22680412371133
969,240856,669.0444444444445,N,88.16326530612244
970,241077,669.6583333333333,N,97.73755656108597
971,241267,670.1861111111111,V,113.68421052631578
972,241537,670.9361111111111,N,80.0
973,241771,671.5861111111111,N,92.3076923076923
974,241981,672.1694444444445,N,102.85714285714285
975,242167,672.6861111111111,V,116.1290322580645
976,242435,673.4305555555555,N,80.59701492537313
977,242684,674.1222222222223,N,86.74698795180723
978,242918,674.7722222222222,N,92.3076923076923
979,243128,675.3555555555556,V,102.85714285714285
980,243400,676.1111111111111,N,79.41176470588235
981,243583,676.6194444444444,V,118.03278688524591
982,243850,677.3611111111111,N,80.89887640449437
983,244056,677.9333333333333,N,104.85436893203884
984,244277,678.5472222222222,N,97.73755656108597
985,244486,679.1277777777777,V,103.34928229665071
986,244778,679.9388888888889,N,73.97260273972603
987,244984,680.5111111111111,V,104.85436893203884
988,245261,681.2805555555556,N,77.9783393501805
989,245489,681.9138888888889,N,94.73684210526316
990,245719,682.5527777777778,N,93.91304347826087
991,245897,683.0472222222222,V,121.34831460674157
992,246132,683.7,N,91.91489361702128
993,246320,684.2222222222222,V,114.89361702127658
994,246605,685.0138888888889,N,75.78947368421053
995,246853,685.7027777777778,N,87.09677419354838
996,247080,686.3333333333334,N,95.15418502202644
997,247300,686.9444444444445,V,98.18181818181817
998,247585,687.7361111111111,N,75.78947368421053
999,247780,688.2777777777778,V,110.76923076923077
1000,248043,689.0083333333333,N,82.12927756653993
1001,248247,689.575,N,105.88235294117648
1002,248453,690.1472222222222,N,104.85436893203884
1003,248652,690.7,V,108.54271356783919
1004,248903,691.3972222222222,N,86.05577689243029
1005,249106,691.9611111111111,V,106.4039408866995
1006,249413,692.8138888888889,N,70.35830618892508
1007,249647,693.4638888888888,N,92.3076923076923
1008,249871,694.0861111111111,N,96.42857142857143
1009,250083,694.675,N,101.88679245283019
1010,250305,695.2916666666666,N,97.29729729729729
1011,250542,695.95,N,91.13924050632912
1012,250764,696.5666666666667,N,97.29729729729729
1013,250978,697.1611111111112,N,100.93457943925233
1014,251221,697.8361111111111,N,88.88888888888889
1015,251426,698.4055555555556,V,105.3658536585366
1016,251705,699.1805555555555,N,77.41935483870968
1017,251885,699.6805555555555,V,120.0
1018,252147,700.4083333333333,N,82.44274809160305
1019,252387,701.075,N,90.0
1020,252606,701.6833333333333,N,98.63013698630138
1021,252829,702.3027777777778,N,96.8609865470852
1022,253035,702.875,N,104.85436893203884
1023,253265,703.5138888888889,N,93.91304347826087
1024,253504,704.1777777777778,N,90.3765690376569
1025,253787,704.9638888888888,N,76.32508833922262
1026,254030,705.6388888888889,N,88.88888888888889
1027,254250,706.25,N,98.18181818181817
1028,254467,706.8527777777778,N,99.53917050691244
1029,254686,707.4611111111111,N,98.63013698630138
1030,254873,707.9805555555556,A,115.50802139037432
1031,255127,708.6861111111111,N,85.03937007874015
1032,255358,709.3277777777778,V,93.5064935064935
1033,255629,710.0805555555555,N,79.70479704797049
1034,255834,710.65,V,105.3658536585366
1035,256093,711.3694444444444,N,83.3976833976834
1036,256297,711.9361111111111,V,105.88235294117648
1037,256574,712.7055555555555,N,77.9783393501805
1038,256815,713.375,N,89.62655601659752
1039,257051,714.0305555555556,N,91.52542372881356
1040,257239,714.5527777777778,V,114.89361702127658
1041,257493,715.2583333333333,N,85.03937007874015
1042,257684,715.7888888888889,V,113.08900523560209
1043,257974,716.5944444444444,N,74.48275862068965
1044,258204,717.2333333333333,V,93.91304347826087
1045,258490,718.0277777777778,N,75.52447552447553
1046,258718,718.6611111111112,N,94.73684210526316
1047,258943,719.2861111111112,N,96.0
1048,259119,719.775,V,122.72727272727273
1049,259387,720.5194444444444,N,80.59701492537313
1050,259588,721.0777777777778,V,107.46268656716417
1051,259907,721.9638888888888,N,67.7115987460815
1052,260179,722.7194444444444,N,79.41176470588235
1053,260413,723.3694444444444,N,92.3076923076923
1054,260626,723.9611111111111,A,101.40845070422534
1055,260878,724.6611111111112,N,85.71428571428572
1056,261069,725.1916666666667,V,113.08900523560209
1057,261345,725.9583333333334,N,78.26086956521739
1058,261539,726.4972222222223,V,111.34020618556701
1059,261830,727.3055555555555,N,74.22680412371133
1060,262071,727.975,N,89.62655601659752
1061,262323,728.675,N,85.71428571428572
1062,262568,729.3555555555556,N,88.16326530612244
1063,262842,730.1166666666667,N,78.83211678832117
1064,263041,730.6694444444445,V,108.54271356783919
1065,263300,731.3888888888889,N,83.3976833976834
1066,263473,731.8694444444444,V,124.85549132947976
1067,263762,732.6722222222222,N,74.74048442906575
1068,264002,733.3388888888888,N,90.0
1069,264262,734.0611111111111,N,83.07692307692308
1070,264534,734.8166666666667,N,79.41176470588235
1071,264777,735.4916666666667,N,88.88888888888889
1072,265013,736.1472222222222,N,91.52542372881356
1073,265237,736.7694444444444,N,96.42857142857143
1074,265481,737.4472222222222,N,88.52459016393442
1075,265730,738.1388888888889,N,86.74698795180723
1076,265975,738.8194444444445,N,88.16326530612244
1077,266206,739.4611111111111,N,93.5064935064935
1078,266460,740.1666666666666,N,85.03937007874015
1079,266720,740.8888888888889,N,83.07692307692308
1080,266893,741.3694444444444,V,124.85549132947976
1081,267212,742.2555555555556,N,67.7115987460815
1082,267417,742.825,V,105.3658536585366
1083,267704,743.6222222222223,N,75.26132404181185
1084,267910,744.1944444444445,V,104.85436893203884
1085,268168,744.9111111111112,N,83.72093023255813
1086,268397,745.5472222222222,A,94.3231441048035
1087,268704,746.4,N,70.35830618892508
1088,268917,746.9916666666667,V,101.40845070422534
1089,269237,747.8805555555556,N,67.5
1090,269418,748.3833333333333,V,119.33701657458563
1091,269713,749.2027777777778,N,73.22033898305085
1092,269887,749.6861111111111,V,124.13793103448276
1093,270187,750.5194444444444,N,72.0
1094,270391,751.0861111111111,V,105.88235294117648
1095,270733,752.0361111111112,N,63.15789473684211
1096,270995,752.7638888888889,N,82.44274809160305
1097,271242,753.45,N,87.4493927125506
1098,271505,754.1805555555555,N,82.12927756653993
1099,271759,754.8861111111111,N,85.03937007874015
1100,271977,755.4916666666667,N,99.08256880733946
1101,272206,756.1277777777777,N,94.3231441048035
1102,272438,756.7722222222222,N,93.10344827586206
1103,272685,757.4583333333334,N,87.4493927125506
1104,272924,758.1222222222223,N,90.3765690376569
1105,273187,758.8527777777778,N,82.12927756653993
1106,273456,759.6,N,80.29739776951672
1107,273690,760.25,N,92.3076923076923
1108,273923,760.8972222222222,N,92.7038626609442
1109,274140,761.5,N,99.53917050691244
1110,274379,762.1638888888889,N,90.3765690376569
1111,274641,762.8916666666667,N,82.44274809160305
1112,274903,763.6194444444444,N,82.44274809160305
1113,275167,764.3527777777778,N,81.81818181818183
1114,275422,765.0611111111111,N,84.70588235294117
1115,275671,765.7527777777777,N,86.74698795180723
1116,275900,766.3888888888889,N,94.3231441048035
1117,276143,767.0638888888889,N,88.88888888888889
1118,276394,767.7611111111111,N,86.05577689243029
1119,276633,768.425,N,90.3765690376569
1120,276877,769.1027777777778,N,88.52459016393442
1121,277094,769.7055555555555,A,99.53917050691244
1122,277386,770.5166666666667,N,73.97260273972603
1123,277678,771.3277777777778,N,73.97260273972603
1124,277925,772.0138888888889,N,87.4493927125506
1125,278189,772.7472222222223,N,81.81818181818183
1126,278425,773.4027777777778,N,91.52542372881356
1127,278640,774.0,N,100.46511627906978
1128,278891,774.6972222222222,N,86.05577689243029
1129,279158,775.4388888888889,N,80.89887640449437
1130,279431,776.1972222222222,N,79.12087912087912
1131,279713,776.9805555555556,N,76.59574468085107
1132,279970,777.6944444444445,N,84.04669260700389
1133,280214,778.3722222222223,N,88.52459016393442
1134,280472,779.0888888888888,N,83.72093023255813
1135,280680,779.6666666666666,V,103.84615384615385
1136,280988,780.5222222222222,N,70.12987012987013
1137,281196,781.1,V,103.84615384615385
1138,281482,781.8944444444444,N,75.52447552447553
1139,281717,782.5472222222222,V,91.91489361702128
1140,281984,783.2888888888889,N,80.89887640449437
1141,282254,784.0388888888889,N,80.0
1142,282508,784.7444444444444,N,85.03937007874015
1143,282737,785.3805555555556,N,94.3231441048035
1144,282958,785.9944444444444,N,97.73755656108597
1145,283165,786.5694444444445,A,104.34782608695653
1146,283433,787.3138888888889,N,80.59701492537313
1147,283687,788.0194444444444,V,85.03937007874015
1148,283965,788.7916666666666,N,77.6978417266187
1149,284159,789.3305555555555,V,111.34020618556701
1150,284437,790.1027777777778,N,77.6978417266187
1151,284620,790.6111111111111,V,118.03278688524591
1152,284895,791.375,N,78.54545454545455
1153,285084,791.9,V,114.28571428571428
1154,285387,792.7416666666667,N,71.2871287128713
1155,285574,793.2611111111111,V,115.50802139037432
1156,285898,794.1611111111112,N,66.66666666666667
1157,286152,794.8666666666667,N,85.03937007874015
1158,286414,795.5944444444444,N,82.44274809160305
1159,286638,796.2166666666667,V,96.42857142857143
1160,286913,796.9805555555556,N,78.54545454545455
1161,287095,797.4861111111111,V,118.68131868131869
1162,287359,798.2194444444444,N,81.81818181818183
1163,287541,798.725,V,118.68131868131869
1164,287835,799.5416666666666,N,73.46938775510205
1165,288045,800.125,V,102.85714285714285
1166,288379,801.0527777777778,N,64.67065868263472
1167,288606,801.6833333333333,N,95.15418502202644
1168,288867,802.4083333333333,N,82.75862068965517
1169,289043,802.8972222222222,V,122.72727272727273
1170,289316,803.6555555555556,N,79.12087912087912
1171,289512,804.2,V,110.20408163265307
1172,289669,804.6361111111111,V,137.5796178343949
1173,290071,805.7527777777777,N,53.731343283582085
1174,290260,806.2777777777778,V,114.28571428571428
1175,290561,807.1138888888889,N,71.76079734219269
1176,290801,807.7805555555556,N,90.0
1177,291036,808.4333333333333,N,91.91489361702128
1178,291270,809.0833333333334,N,92.3076923076923
1179,291504,809.7333333333333,N,92.3076923076923
1180,291724,810.3444444444444,N,98.18181818181817
1181,291953,810.9805555555556,N,94.3231441048035
1182,292173,811.5916666666667,V,98.18181818181817
1183,292441,812.3361111111111,N,80.59701492537313
1184,292676,812.9888888888889,V,91.91489361702128
1185,292959,813.775,N,76.32508833922262
1186,293143,814.2861111111112,V,117.3913043478261
1187,293397,814.9916666666667,N,85.03937007874015
1188,293621,815.6138888888889,N,96.42857142857143
1189,293834,816.2055555555555,N,101.40845070422534
1190,294034,816.7611111111111,V,108.0
1191,294307,817.5194444444444,N,79.12087912087912
1192,294523,818.1194444444444,V,100.0
1193,294808,818.9111111111112,N,75.78947368421053
1194,295033,819.5361111111112,N,96.0
1195,295255,820.1527777777778,N,97.29729729729729
1196,295491,820.8083333333333,N,91.52542372881356
1197,295727,821.4638888888888,N,91.52542372881356
1198,295949,822.0805555555555,N,97.29729729729729
1199,296171,822.6972222222222,N,97.29729729729729
1200,296395,823.3194444444445,N,96.42857142857143
1201,296630,823.9722222222222,N,91.91489361702128
1202,296873,824.6472222222222,N,88.88888888888889
1203,297119,825.3305555555555,N,87.80487804878048
1204,297339,825.9416666666667,V,98.18181818181817
1205,297597,826.6583333333333,N,83.72093023255813
1206,297790,827.1944444444445,V,111.91709844559585
1207,298023,827.8416666666667,N,92.7038626609442
1208,298232,828.4222222222222,N,103.34928229665071
1209,298464,829.0666666666667,N,93.10344827586206
1210,298701,829.725,V,91.13924050632912
1211,298979,830.4972222222223,V,77.6978417266187
1212,299227,831.1861111111111,N,87.09677419354838
1213,299442,831.7833333333333,N,100.46511627906978
1214,299656,832.3777777777777,N,100.93457943925233
1215,299873,832.9805555555556,N,99.53917050691244
1216,300087,833.575,N,100.93457943925233
1217,300306,834.1833333333333,N,98.63013698630138
1218,300542,834.8388888888888,N,91.52542372881356
1219,300756,835.4333333333333,N,100.93457943925233
1220,300986,836.0722222222222,N,93.91304347826087
1221,301209,836.6916666666667,N,96.8609865470852
1222,301415,837.2638888888889,V,104.85436893203884
1223,301691,838.0305555555556,N,78.26086956521739
1224,301912,838.6444444444444,N,97.73755656108597
1225,302135,839.2638888888889,N,96.8609865470852
1226,302312,839.7555555555556,V,122.03389830508475
1227,302537,840.3805555555556,N,96.0
1228,302753,840.9805555555556,N,100.0
1229,302965,841.5694444444445,N,101.88679245283019
1230,303186,842.1833333333333,V,97.73755656108597
1231,303440,842.8888888888889,N,85.03937007874015
1232,303666,843.5166666666667,N,95.57522123893806
1233,303882,844.1166666666667,N,100.0
1234,304069,844.6361111111111,V,115.50802139037432
1235,304278,845.2166666666667,N,103.34928229665071
1236,304495,845.8194444444445,N,99.53917050691244
1237,304725,846.4583333333334,N,93.91304347826087
1238,304924,847.0111111111111,V,108.54271356783919
1239,305161,847.6694444444445,N,91.13924050632912
1240,305376,848.2666666666667,N,100.46511627906978
1241,305593,848.8694444444444,N,99.53917050691244
1242,305806,849.4611111111111,V,101.40845070422534
1243,306018,850.05,N,101.88679245283019
